sample,sample.type,sample.number,index,reference,startpos,ref.length,number.of.reads,covbases,pc.coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
S32_SQK-NBD114-24_barcode10, bay seawater,89,47,NC_020838.1,1,45728,47,9767,21.3589,0.429977,37.2,0.574,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.429977257,1.054703335,2.452928191,1.12
S09_SQK-NBD114-24_barcode03, bay seawater,82,87,NC_020838.1,1,45728,51,7451,16.2942,0.541725,37.5,1.31,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.5417249825052485,1.852069303598369,3.418836796179001,0.35
S07_SQK-NBD114-24_barcode02, bay seawater,81,80,NC_020838.1,1,45728,35,6049,13.2282,0.387859,37.5,0.429,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.3878586424072778,1.3778315453210488,3.552406456046511,0.08
S14_SQK-NBD114-24_barcode04, bay seawater,83,65,NC_020838.1,1,45728,14,5038,11.0173,0.12465,39.4,0.286,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.12465010496850945,0.3785692745430593,3.037055401106143,0.22
S19_SQK-NBD114-24_barcode06, bay seawater,85,45,NC_020838.1,1,45728,41,4783,10.4597,0.340951,36.9,0.268,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.34095083974807555,1.6928798755229526,4.965172916933717,0.07
oy55_SQK-NBD114-24_barcode14,oyster,38,20,NC_020838.1,1,45728,4,2360,5.16095,0.0724939,40.6,0.75,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.072493877,0.330162436,4.554349281,0.01
sd4_SQK-NBD114-24_barcode19,sd seawater,93,69,NC_020838.1,1,45728,8,1990,4.35182,0.0626531,38.9,0.125,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.062653079,0.31144412,4.970930791,0.04
sd2_SQK-NBD114-24_barcode17,sd seawater,91,60,NC_020838.1,1,45728,12,1593,3.48364,0.0684263,38.6,0.167,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.068426347,0.436606079,6.380672024,0.07
S17_SQK-NBD114-24_barcode05, bay seawater,84,27,NC_020838.1,1,45728,3,1430,3.12719,0.0312719,35.8,0,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.031271868,0.17405154030853215,5.565754430229761,0.6
S02_SQK-NBD114-24_barcode01, bay seawater,80,54,NC_020838.1,1,45728,4,1134,2.47988,0.0279697,37,0.25,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.027969734079776067,0.18311000928690438,6.546719706545398,0.2
S20_d_EXP-NBD104_barcode04, bay seawater,86,23,NC_020838.1,1,45728,3,1040,2.27432,0.0227432,22.3,0.333,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.022743177,0.149083617,6.555091973,0.91
oy54_SQK-NBD114-24_barcode13,oyster,37,23,NC_020838.1,1,45728,2,876,1.91568,0.0191568,37.3,0.5,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.019156753,0.137075788,7.155481342,0.01
sd1_SQK-NBD114-24_barcode16,sd seawater,90,63,NC_020838.1,1,45728,3,360,0.787264,0.0102126,37.4,0.333,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.010212561,0.121606377,11.90752976,0.02
oy35_SQK-NBD114-24_barcode21,oyster,21,29,NC_020838.1,1,45728,1,105,0.229619,0.00229619,29.9,0,754040,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Sednavirus,Sednavirus SRIP2,0.002296186,0.04786349,20.84477781,0
S20_SQK-NBD114-24_barcode07, bay seawater,86,66,NC_020867.1,1,44892,1213,25483,56.7651,8.87911,38.2,27.4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,8.879109863672815,26.184571012212835,2.949008562146755,2.46
S31_SQK-NBD114-24_barcode09, bay seawater,88,73,NC_020867.1,1,44892,184,25473,56.7428,2.07756,38.1,42.8,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,2.0775639312126883,3.417312619099378,1.6448652037892615,3.36
S26_SQK-NBD114-24_barcode08, bay seawater,87,39,NC_020867.1,1,44892,247,25313,56.3864,2.46879,38,39,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,2.468791766907244,4.744541730120852,1.9218071745534588,8.96
S32_SQK-NBD114-24_barcode10, bay seawater,89,55,NC_020867.1,1,44892,146,22114,49.2604,1.6997,38.2,35.8,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.699701506,2.826412905,1.662887804,3.48
S07_SQK-NBD114-24_barcode02, bay seawater,81,91,NC_020867.1,1,44892,332,22005,49.0176,3.53749,38.3,46.9,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,3.5374899759422616,11.010685016837622,3.112569955454013,0.78
S09_SQK-NBD114-24_barcode03, bay seawater,82,93,NC_020867.1,1,44892,409,19741,43.9744,4.02085,38.5,40.8,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,4.020850040096231,11.56165409510374,2.8754253403658487,2.77
S14_SQK-NBD114-24_barcode04, bay seawater,83,71,NC_020867.1,1,44892,45,14450,32.1884,0.510425,37.9,35.7,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.5104250200481155,0.9063091438128885,1.7755970185933572,0.71
S19_SQK-NBD114-24_barcode06, bay seawater,85,52,NC_020867.1,1,44892,225,12583,28.0295,1.76377,38.4,32.4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.7637663726276396,5.255703703586264,2.9798185208375276,0.41
S02_SQK-NBD114-24_barcode01, bay seawater,80,61,NC_020867.1,1,44892,48,9525,21.2176,0.412145,38.4,39.3,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.41214470284237725,1.0857030885019672,2.6342764592492873,2.36
sd2_SQK-NBD114-24_barcode17,sd seawater,91,72,NC_020867.1,1,44892,146,8412,18.7383,1.11158,38.7,33.1,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.1115789,5.247844865,4.721072758,0.9
sd4_SQK-NBD114-24_barcode19,sd seawater,93,80,NC_020867.1,1,44892,113,7236,16.1187,0.692217,38.1,25.5,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.692216876,2.968133798,4.287866853,0.6
sd1_SQK-NBD114-24_barcode16,sd seawater,90,73,NC_020867.1,1,44892,163,6211,13.8354,1.21224,40,48.4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.212242716,9.191277927,7.582044261,1.17
S17_SQK-NBD114-24_barcode05, bay seawater,84,32,NC_020867.1,1,44892,10,5486,12.2204,0.13528,38.5,38,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.13528022810300278,0.37832676464021553,2.7966153660840694,2.01
oy55_SQK-NBD114-24_barcode14,oyster,38,25,NC_020867.1,1,44892,141,4322,9.62755,1.57148,40,8.49,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,1.57148267,13.30485264,8.466432944,0.51
oy54_SQK-NBD114-24_barcode13,oyster,37,26,NC_020867.1,1,44892,8,2730,6.08126,0.0829324,40.3,45.6,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.082932371,0.3468344,4.182135344,0.05
oy34_SQK-NBD114-24_barcode20,oyster,20,29,NC_020867.1,1,44892,6,2218,4.94075,0.0807271,38.5,60,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.080727078,0.446092589,5.525935021,0.02
sd3_SQK-NBD114-24_barcode18,sd seawater,92,46,NC_020867.1,1,44892,5,2155,4.80041,0.0598325,35.8,48.4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.059832487,0.282682395,4.724563698,0.27
oy35_SQK-NBD114-24_barcode21,oyster,21,33,NC_020867.1,1,44892,4,1499,3.33913,0.0610799,35.4,48.2,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.061079925,0.370866054,6.071815785,0.01
m04_SQK-NBD114-24_barcode03,mussel,49,8,NC_020867.1,1,44892,3,1334,2.97158,0.0477368,35.3,41,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.047736791,0.285482129,5.980337715,0.14
oy52_SQK-NBD114-24_barcode11,oyster,35,10,NC_020867.1,1,44892,1,694,1.54593,0.0154593,39.4,1,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.015459325,0.123370717,7.980343286,0
m08_SQK-NBD114-24_barcode07,mussel,53,7,NC_020867.1,1,44892,1,533,1.18729,0.0118729,34.3,27,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.011872939,0.108314232,9.122781413,0.04
S20_d_EXP-NBD104_barcode04, bay seawater,86,31,NC_020867.1,1,44892,1,501,1.11601,0.0111601,23.4,9,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.011160118,0.105050318,9.413011761,0.3
m14_SQK-NBD114-24_barcode13,mussel,59,11,NC_020867.1,1,44892,1,481,1.07146,0.0107146,35,37,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.010714603938340906,0.1029553359510098,9.608879296284266,0.03
m13_SQK-NBD114-24_barcode12,mussel,58,6,NC_020867.1,1,44892,1,440,0.98013,0.0098013,35.5,4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.009801301,0.098515153,10.051232398431212,0.07
oy56_SQK-NBD114-24_barcode15,oyster,39,5,NC_020867.1,1,44892,1,384,0.855386,0.00855386,35,60,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.008553863,0.092090684,10.7659765,0
m36_SQK-NBD114-24_barcode14,mussel,79,7,NC_020867.1,1,44892,1,326,0.726187,0.00726187,32.1,60,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.007261873,0.084906644,11.69211364,0
oy51_SQK-NBD114-24_barcode10,oyster,34,7,NC_020867.1,1,44892,1,289,0.643767,0.00643767,39.1,60,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.006437673,0.079976428,12.42318961,0
oy36_SQK-NBD114-24_barcode22,oyster,22,19,NC_020867.1,1,44892,1,275,0.612581,0.00612581,39.1,60,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.006125813,0.078027479,12.73748941,0
oy50_SQK-NBD114-24_barcode09,oyster,33,3,NC_020867.1,1,44892,1,216,0.481155,0.00481155,31.4,4,754041,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Kajamvirus,Kajamvirus SRIP1,0.004811548,0.069198242,14.38170134,0
S07_SQK-NBD114-24_barcode02, bay seawater,81,83,NC_020851.1,1,208007,2753,97350,46.8013,5.34521,38.4,28.9,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,5.345214343748047,16.24767295253589,3.039667243941255,6.47
S20_SQK-NBD114-24_barcode07, bay seawater,86,60,NC_020851.1,1,208007,2486,91175,43.8327,4.23385,38.4,26,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,4.233847899349541,15.635399602287421,3.692952598672601,5.05
S19_SQK-NBD114-24_barcode06, bay seawater,85,47,NC_020851.1,1,208007,1173,73164,35.1738,2.54746,38.6,28.1,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,2.547457537486719,6.0867139108281325,2.3893288980326584,2.13
S09_SQK-NBD114-24_barcode03, bay seawater,82,89,NC_020851.1,1,208007,1084,70427,33.858,2.1387,38.6,22.3,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,2.1386972553808286,6.351086456908634,2.9696051841510984,7.34
S31_SQK-NBD114-24_barcode09, bay seawater,88,67,NC_020851.1,1,208007,232,63225,30.3956,0.618628,37.4,28.4,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.6186282192426217,1.2785078015254188,2.0666819937355574,4.24
S32_SQK-NBD114-24_barcode10, bay seawater,89,49,NC_020851.1,1,208007,158,57774,27.775,0.50669,36.3,28.3,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.506689679,1.000613833,1.974806029,3.77
S14_SQK-NBD114-24_barcode04, bay seawater,83,66,NC_020851.1,1,208007,176,45207,21.7334,0.385622,38.2,26.7,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.3856216377333455,1.0547983971532784,2.7353195307019145,2.77
S02_SQK-NBD114-24_barcode01, bay seawater,80,55,NC_020851.1,1,208007,156,40151,19.3027,0.327402,38.4,30.4,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.3274024431870081,0.9217752811160548,2.815419677823077,7.68
S26_SQK-NBD114-24_barcode08, bay seawater,87,35,NC_020851.1,1,208007,85,27854,13.3909,0.186686,38.5,25.9,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.18668602498954362,0.540168091,2.8934575626928853,3.08
S17_SQK-NBD114-24_barcode05, bay seawater,84,28,NC_020851.1,1,208007,33,18013,8.6598,0.0937036,37.9,20.5,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.093703577,0.3163487838976409,3.3760587703143288,6.64
sd4_SQK-NBD114-24_barcode19,sd seawater,93,73,NC_020851.1,1,208007,222,11863,5.70317,0.256588,38.4,38,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.256587519,4.652365971,18.13169243,1.17
sd1_SQK-NBD114-24_barcode16,sd seawater,90,66,NC_020851.1,1,208007,163,11254,5.41039,0.217473,40.2,27.6,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.21747345,2.501200269,11.50117526,1.17
S20_d_EXP-NBD104_barcode04, bay seawater,86,25,NC_020851.1,1,208007,17,8648,4.15755,0.0422486,24.1,32,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.042248578,0.204474312,4.839791564,5.17
sd2_SQK-NBD114-24_barcode17,sd seawater,91,64,NC_020851.1,1,208007,253,8565,4.11765,0.317138,39.4,12.7,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.317138366,4.050467381,12.77192488,1.57
oy34_SQK-NBD114-24_barcode20,oyster,20,27,NC_020851.1,1,208007,12,5082,2.44319,0.0357055,38,17.2,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.035705529,0.24654721,6.905014872,0.04
oy35_SQK-NBD114-24_barcode21,oyster,21,30,NC_020851.1,1,208007,13,4749,2.2831,0.0334508,36.4,28.3,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.033450797,0.243085492,7.266956582,0.03
oy54_SQK-NBD114-24_barcode13,oyster,37,24,NC_020851.1,1,208007,12,3607,1.73408,0.0278356,40.2,32.9,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.027835602,0.26815187,9.633413836,0.08
oy38_SQK-NBD114-24_barcode24,oyster,24,13,NC_020851.1,1,208007,4,1824,0.876894,0.0112592,38.5,44.8,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.011259236,0.126937259,11.27405568,0.02
oy33_SQK-NBD114-24_barcode19,oyster,19,15,NC_020851.1,1,208007,4,1054,0.506714,0.0178936,33.9,55.5,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.017893629,0.253655482,14.1757431,0.01
sd3_SQK-NBD114-24_barcode18,sd seawater,92,40,NC_020851.1,1,208007,2,1012,0.486522,0.00486522,39,16,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.004865221,0.069581251,14.30176611,0.11
oy36_SQK-NBD114-24_barcode22,oyster,22,17,NC_020851.1,1,208007,2,901,0.433158,0.0086199,37.1,1,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.008619902,0.130851954,15.1802133,0
oy55_SQK-NBD114-24_barcode14,oyster,38,21,NC_020851.1,1,208007,3,797,0.38316,0.0038316,40.3,9.33,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.003831602,0.061781232,16.12412642,0.01
oy10_SQK-NBD114-24_barcode02,oyster,2,23,NC_020851.1,1,208007,6,673,0.323547,0.0192494,35.2,56,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.019249352,0.338379368,17.57874055,0.01
oy31_SQK-NBD114-24_barcode17,oyster,17,14,NC_020851.1,1,208007,1,623,0.299509,0.00299509,34,1,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.002995092,0.054645411,18.24498876,0.01
m04_SQK-NBD114-24_barcode03,mussel,49,7,NC_020851.1,1,208007,2,610,0.293259,0.00585076,35.9,20,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.005850765,0.107948484,18.45032075,0.09
m07_SQK-NBD114-24_barcode06,mussel,52,5,NC_020851.1,1,208007,1,596,0.286529,0.00286529,34.8,60,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.002865288,0.053451645,18.65489302,0.01
oy53_SQK-NBD114-24_barcode27,oyster,51,14,NC_020851.1,1,208007,4,442,0.212493,0.00849491,39.8,60,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.008494906,0.184100624,21.67188367,0.01
oy46_SQK-NBD114-24_barcode06,oyster,30,2,NC_020851.1,1,208007,1,430,0.206724,0.00206724,42.9,13,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.002067238,0.045419871,21.97128147,0
m14_SQK-NBD114-24_barcode13,mussel,59,10,NC_020851.1,1,208007,1,354,0.170187,0.00170187,38.7,27,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.001701866,0.041218557172506005,24.21962831011711,0.03
m31_SQK-NBD114-24_barcode09,mussel,74,19,NC_020851.1,1,208007,1,302,0.145187,0.00145187,36,10,754042,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Llyrvirus,Llyrvirus SSKS1,0.001451874,0.038075796,26.22527218,0
S20_SQK-NBD114-24_barcode07, bay seawater,86,153,NC_048183.1,1,41824,3316,33013,78.9331,19.6607,37.2,0.287,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,19.660745026778883,164.44695702972834,8.364228151361694,6.73
S20_SQK-NBD114-24_barcode07, bay seawater,86,88,NC_025464.1,1,44147,2735,34166,77.3914,14.9207,37.2,0.675,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,14.92069676308696,117.33618750943516,7.863988483414453,5.55
S31_SQK-NBD114-24_barcode09, bay seawater,88,95,NC_025464.1,1,44147,435,29763,67.4179,4.7671,37.6,5.17,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,4.7670962919337665,7.829628649342863,1.642431402653036,7.94
S31_SQK-NBD114-24_barcode09, bay seawater,88,159,NC_048183.1,1,41824,414,27126,64.8575,5.35188,37.4,0.633,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,5.351879303749044,12.270880655329814,2.292817150553814,7.56
S32_SQK-NBD114-24_barcode10, bay seawater,89,75,NC_025464.1,1,44147,336,26702,60.4843,4.16203,37.5,6.21,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,4.162026865,6.401388855,1.53804602,8.02
S32_SQK-NBD114-24_barcode10, bay seawater,89,138,NC_048183.1,1,41824,329,25099,60.011,4.45161,37.8,0.751,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,4.451606733,8.935563842,2.007267123,7.85
S19_SQK-NBD114-24_barcode06, bay seawater,85,110,NC_048183.1,1,41824,272,21450,51.2863,2.91359,37.9,0.577,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,2.913590283091048,8.896099275970437,3.053311691626217,0.49
S26_SQK-NBD114-24_barcode08, bay seawater,87,54,NC_025464.1,1,44147,322,21983,49.795,2.7388,38.2,3.43,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,2.7388044487734162,7.778235245336871,2.8400111767090137,11.68
S09_SQK-NBD114-24_barcode03, bay seawater,82,202,NC_048183.1,1,41824,499,20672,49.4262,5.60465,37.7,1.38,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,5.604652830910482,20.748384409131745,3.7019927968957083,3.38
S07_SQK-NBD114-24_barcode02, bay seawater,81,113,NC_025464.1,1,44147,1120,21780,49.3352,10.0458,37.2,8.91,754059,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Autographiviridae,Poseidonvirus,Poseidonvirus SCBP4,10.045801526717558,64.76495159822404,6.446967066388564,2.63
